text,airline_sentiment
  americanair now hrs   guess i should just hang up   give up on use my award miles before price jump   hm thank http    t co lehgtzxz,0
  americanair need to hold or get a call back   just get hang up on by your phone system for   hours now  ,0
  americanair she be rude   unprofessional   not helpful in help me try and get home   as a   aaadvantage   loyal aa customer dissatisfy  ,0
  americanair work on the comm skills w hate agents at phx   say i be confirm on flight out of dfw   get here and that be only standby  ,0
  americanair thank you for the assistance,2
  americanair hello   question   how many balloon do you think it will take to life up one of your plan  ,0
  americanair needknow if ill be able to reach ind today rather stay in maf that fly to dfw   find out i can not travel http    t co gvgkhbxrb,0
  americanair i be try my hardest to not get frustrate   but i be get no response on email or by phone   aa owe me     how do i claim,0
  americanair hi there flight from dallas just cancel flightled go to la   can you pls help rebook me  ,0
  americanair nd time in days that my flight have be delay and my gate agent have not say anything   thank for the memories     neveragain,0
  americanair thank for do that but now it be tell me to go to the airport and check in with an agent what be up   http    t co pfsenjkpw,1
  americanair what be the best number to use  ,1
  americanair have be in call cue for hours   no call yet   wife in cue for hours   get a call but be hang up on  ,0
  americanair be on the phone for minutes   say it would be   any advice  ,0
  americanair chicago see from seat a   aa   so far a great ride   on to pdx   http    t co xrsvagijn,2
  americanair thank   delivery status    ,2
  americanair i do not believe it be acceptable to have a ticket   change after check in time   not be notify   apparently that be standard  ,0
  americanair i need to complain to aa   but the email form field do not allow enough character for my complaint   have a real email address  ,0
  americanair our flight aa be delay out of providenciales and will be miss our connection aa in miami to sea   who do we call  ,0
  americanair here be the ticket they give me after lie   raise their voice   with no explanation on what happen http    t co cfhtkr,0
  americanair we do check before go to de airport and everything be fine     fail,0
  americanair attach original ticket   flight number be   be not the experience i think i would have   terrible   http    t co sdlynmss,0
  americanair i have book online but unable to cancel flight online   but finally get thru  ,1
  americanair hey becky piela at the orange county airport have be really kind and helpful with reschedule our flight  ,2
  americanair on february th your rep give me the record locator and tell me i would be receive an email with the itinerary and confirmation  ,0
